latitude	longitude	store_name	code	location	imei
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661925
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	863033069630348628
-3.20333	-52.20639	Altamira	BR	America/Santarem	359043379931766874
52.4089	31.3237	Dobrush	BY	Europe/Minsk	8630330696303481701
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	3590433799317661297
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	8630330696303481867
23.5654	119.58627	Magong	TW	Asia/Taipei	8630330696303481362
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	8630330696303481859
44.80477	-0.59543	Talence	FR	Europe/Paris	8630330696303481487
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	3590433799317661230
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	8630330696303481859
14.46693	75.92694	Davangere	IN	Asia/Kolkata	863033069630348248
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	8630330696303481909
42.8334	-80.38297	Norfolk County	CA	America/Toronto	8630330696303481180
54.58048	16.86194	Ustka	PL	Europe/Warsaw	3590433799317662196
44.31771	9.32241	Chiavari	IT	Europe/Rome	359043379931766304
33.3213	130.94098	Hita	JP	Asia/Tokyo	8630330696303482139
51.08468	7.11393	Burscheid	DE	Europe/Berlin	359043379931766072
35.06544	1.04945	Frenda	DZ	Africa/Algiers	359043379931766767
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	8630330696303481099
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	359043379931766353
36.20389	127.08472	Nonsan	KR	Asia/Seoul	863033069630348313
49.68369	8.61839	Bensheim	DE	Europe/Berlin	3590433799317661545
43.91452	-69.96533	Brunswick	US	America/New_York	3590433799317662097
43.50891	16.43915	Split	HR	Europe/Zagreb	3590433799317662139
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303481420
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	359043379931766015
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	8630330696303481628
-11.94306	-76.70944	Chosica	PE	America/Lima	863033069630348446
32.57756	71.52847	Mianwali	PK	Asia/Karachi	8630330696303481339
65.84811	24.14662	Tornio	FI	Europe/Helsinki	3590433799317661057
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	3590433799317661826
33.54428	-84.23381	Stockbridge	US	America/New_York	8630330696303481990
35.50056	117.63083	Pingyi	CN	Asia/Shanghai	3590433799317662345
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	863033069630348230
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	359043379931766841
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	8630330696303481347
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	8630330696303481727
53.30972	83.62389	Novosilikatnyy	RU	Asia/Barnaul	359043379931766767
40.94065	-73.99681	Dumont	US	America/New_York	359043379931766650
45.43341	-73.86586	Beaconsfield	CA	America/Toronto	3590433799317661073
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	8630330696303482329
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	863033069630348594
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	863033069630348412
44.73941	-93.12577	Rosemount	US	America/Chicago	359043379931766312
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	8630330696303481511
52.31333	6.92917	Oldenzaal	NL	Europe/Amsterdam	3590433799317661693
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	3590433799317661032
60.18427	24.95034	Kallio	FI	Europe/Helsinki	863033069630348818
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	863033069630348313
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	3590433799317661255
48.15659	28.28489	Soroca	MD	Europe/Chisinau	3590433799317661149
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	359043379931766080
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	8630330696303481123
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	359043379931766387
40.1675	34.37389	Sungurlu	TR	Europe/Istanbul	8630330696303481859
42.06166	-1.60452	Tudela	ES	Europe/Madrid	3590433799317661594
54.60528	18.34717	Reda	PL	Europe/Warsaw	359043379931766742
39.45621	-77.96389	Martinsburg	US	America/New_York	8630330696303482311
53.6052	10.03988	Barmbek-Nord	DE	Europe/Berlin	3590433799317661073
41.91886	8.73812	Ajaccio	FR	Europe/Paris	863033069630348826
9.89206	43.38531	Baki	SO	Africa/Mogadishu	3590433799317662279
50.598427	13.610242	Litvínov	CZ	Europe/Prague	863033069630348370
32.52515	-93.75018	Shreveport	US	America/Chicago	8630330696303481560
12.25282	79.41727	Gingee	IN	Asia/Kolkata	3590433799317662006
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	3590433799317661941
40.70995	0.57856	Amposta	ES	Europe/Madrid	8630330696303481149
59.33333	18.28333	Boo	SE	Europe/Stockholm	8630330696303481842
43.1122	12.38878	Perugia	IT	Europe/Rome	359043379931766700
46.51872	86.00214	Hoxtolgay	CN	Asia/Urumqi	8630330696303481172
47.92526	-97.03285	Grand Forks	US	America/Chicago	8630330696303481867
54.90083	38.07083	Stupino	RU	Europe/Moscow	8630330696303481974
50.7236	-3.52751	Exeter	GB	Europe/London	8630330696303482162
52.66277	-2.01111	Great Wyrley	GB	Europe/London	3590433799317661099
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	8630330696303481057
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	8630330696303481313
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	3590433799317661388
57.30185	39.85331	Gavrilov-Yam	RU	Europe/Moscow	359043379931766171
53.37596	51.3452	Otradnyy	RU	Europe/Samara	863033069630348099
40.72816	-74.07764	Jersey City	US	America/New_York	8630330696303481867
34.21639	-119.0376	Camarillo	US	America/Los_Angeles	3590433799317662287
32.57756	71.52847	Mianwali	PK	Asia/Karachi	3590433799317662030
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	863033069630348974
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	3590433799317662113
37.31065	13.57661	Agrigento	IT	Europe/Rome	8630330696303482444
-31.95224	115.8614	Perth	AU	Australia/Perth	863033069630348669
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	863033069630348347
48.35693	10.98461	Friedberg	DE	Europe/Berlin	863033069630348636
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	8630330696303482469
55.39485	43.83992	Arzamas	RU	Europe/Moscow	3590433799317661818
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	863033069630348230
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	359043379931766213
35.6803	51.0193	Shahre Jadide Andisheh	IR	Asia/Tehran	863033069630348131
50.511002	14.150558	Terezín	CZ	Europe/Prague	8630330696303482352
39.71734	-74.96933	Sicklerville	US	America/New_York	8630330696303481727
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	863033069630348065
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	863033069630348131
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	863033069630348602
41.27621	-72.86843	East Haven	US	America/New_York	359043379931766056
52.86147	9.5926	Walsrode	DE	Europe/Berlin	8630330696303481792
9.15093	-79.62098	Chilibre	PA	America/Panama	863033069630348180
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	359043379931766288
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	8630330696303481099
8.48714	-13.2356	Freetown	SL	Africa/Freetown	8630330696303481321
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	3590433799317662055
40.93121	-73.89875	Yonkers	US	America/New_York	8630330696303481552
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	3590433799317662097
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	359043379931766189
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	8630330696303481370
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	8630330696303481339
46.7055	38.2739	Yeysk	RU	Europe/Moscow	863033069630348420
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	8630330696303482402
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	8630330696303481487
37.65639	126.835	Goyang-si	KR	Asia/Seoul	359043379931766684
-33.38056	-56.52361	Durazno	UY	America/Montevideo	8630330696303482055
29.53885	-95.44744	Fresno	US	America/Chicago	8630330696303482147
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	863033069630348313
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766023
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	3590433799317661362
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	863033069630348933
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	359043379931766940
48.06919	11.37703	Gauting	DE	Europe/Berlin	863033069630348008
52.66277	-2.01111	Great Wyrley	GB	Europe/London	8630330696303482006
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	8630330696303481925
27.09978	-82.45426	Venice	US	America/New_York	8630330696303481594
48.15659	28.28489	Soroca	MD	Europe/Chisinau	863033069630348693
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	8630330696303482295
-10.91722	-37.65	Lagarto	BR	America/Maceio	359043379931766619
52.26083	7.00417	Losser	NL	Europe/Amsterdam	863033069630348800
-3.5403	118.9707	Majene	ID	Asia/Makassar	8630330696303481446
55.38752	36.73307	Naro-Fominsk	RU	Europe/Moscow	863033069630348230
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	8630330696303482071
-13.7804	34.4587	Salima	MW	Africa/Blantyre	359043379931766171
46.7055	38.2739	Yeysk	RU	Europe/Moscow	863033069630348164
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	8630330696303481826
41.85059	-87.882	Westchester	US	America/Chicago	8630330696303481883
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	3590433799317661321
14.8361	120.97844	Guyong	PH	Asia/Manila	863033069630348784
51.168	7.973	Finnentrop	DE	Europe/Berlin	8630330696303482006
13.48082	-86.58208	Somoto	NI	America/Managua	359043379931766189
0.49113	29.47306	Beni	CD	Africa/Lubumbashi	8630330696303482428
47.56494	31.33078	Voznesensk	UA	Europe/Kyiv	3590433799317661248
43.32686	-2.98884	Leioa	ES	Europe/Madrid	8630330696303481420
16.06213	76.0586	Hungund	IN	Asia/Kolkata	359043379931766569
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	8630330696303481404
41.94175	123.50266	Hushitai	CN	Asia/Shanghai	359043379931766197
32.42067	-104.22884	Carlsbad	US	America/Denver	863033069630348040
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	863033069630348503
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	8630330696303481040
37.49223	15.07041	Catania	IT	Europe/Rome	359043379931766460
50.7236	-3.52751	Exeter	GB	Europe/London	359043379931766031
41.16704	-73.20483	Bridgeport	US	America/New_York	8630330696303481461
14.66	120.56528	Pilar	PH	Asia/Manila	8630330696303482089
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	8630330696303481933
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	3590433799317661370
43.61062	-72.97261	Rutland	US	America/New_York	8630330696303482253
14.62578	121.12251	Antipolo	PH	Asia/Manila	8630330696303481982
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	3590433799317662006
50.8	3.16667	Wevelgem	BE	Europe/Brussels	8630330696303481446
6.8485	3.64633	Shagamu	NG	Africa/Lagos	8630330696303482469
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	359043379931766643
40.94065	-73.99681	Dumont	US	America/New_York	8630330696303481198
19.64745	-102.04897	Paracho de Verduzco	MX	America/Mexico_City	863033069630348917
33.37526	74.3092	Rajaori	IN	Asia/Kolkata	8630330696303481800
33.08014	-83.2321	Milledgeville	US	America/New_York	8630330696303481594
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	8630330696303481768
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	3590433799317661651
42.30865	-83.48216	Canton	US	America/Detroit	359043379931766536
48.06919	11.37703	Gauting	DE	Europe/Berlin	359043379931766569
38.96667	-0.18333	Gandia	ES	Europe/Madrid	863033069630348198
45.73333	4.91667	Bron	FR	Europe/Paris	3590433799317661958
3.31332	117.59152	Tarakan	ID	Asia/Makassar	3590433799317661693
51.39148	-0.29825	Surbiton	GB	Europe/London	8630330696303481107
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	863033069630348164
41.63976	2.35739	Cardedeu	ES	Europe/Madrid	8630330696303481636
-11.94306	-76.70944	Chosica	PE	America/Lima	3590433799317661958
28.92694	78.23456	Bachhraon	IN	Asia/Kolkata	3590433799317661545
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	8630330696303481123
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	359043379931766999
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	8630330696303481073
51.21187	4.25633	Beveren	BE	Europe/Brussels	863033069630348826
42.8334	-80.38297	Norfolk County	CA	America/Toronto	8630330696303482188
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	3590433799317662352
35.30889	139.55028	Kamakura	JP	Asia/Tokyo	359043379931766445
35.06544	1.04945	Frenda	DZ	Africa/Algiers	359043379931766163
18.87813	72.93924	Uran	IN	Asia/Kolkata	8630330696303481107
32.55531	76.12647	Chamba	IN	Asia/Kolkata	359043379931766197
22.4711	88.1453	Pujali	IN	Asia/Kolkata	359043379931766684
-1.26424	104.09701	Simpang	ID	Asia/Jakarta	863033069630348016
34.63915	-120.45794	Lompoc	US	America/Los_Angeles	8630330696303481792
39.59611	27.02444	Edremit	TR	Europe/Istanbul	3590433799317661917
13.56667	-15.6	Farafenni	GM	Africa/Banjul	3590433799317662071
48.49144	9.20427	Reutlingen	DE	Europe/Berlin	359043379931766643
41.24255	-82.61573	Norwalk	US	America/New_York	8630330696303481545
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	863033069630348610
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	359043379931766148
41.72059	-87.70172	Evergreen Park	US	America/Chicago	3590433799317662311
-16.25	-69.08333	Yunguyo	PE	America/Lima	8630330696303482402
40.81	-73.9625	Morningside Heights	US	America/New_York	863033069630348529
43.54072	-116.56346	Nampa	US	America/Boise	359043379931766429
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	3590433799317661180
15.79408	104.1451	Yasothon	TH	Asia/Bangkok	3590433799317661776
8.56697	123.33471	Dipolog	PH	Asia/Manila	359043379931766080
51.08468	7.11393	Burscheid	DE	Europe/Berlin	359043379931766296
41.55947	14.66737	Campobasso	IT	Europe/Rome	3590433799317661784
48.73218	11.18709	Neuburg an der Donau	DE	Europe/Berlin	359043379931766403
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	8630330696303481610
36	139.55722	Okegawa	JP	Asia/Tokyo	359043379931766452
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	863033069630348495
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	8630330696303481263
41.15612	1.10687	Reus	ES	Europe/Madrid	8630330696303482006
10.61285	12.19458	Biu	NG	Africa/Lagos	863033069630348420
20.88098	75.11937	Parola	IN	Asia/Kolkata	8630330696303481974
23.04419	-82.00919	Jaruco	CU	America/Havana	3590433799317661487
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	8630330696303482089
43.91452	-69.96533	Brunswick	US	America/New_York	8630330696303482428
51.40148	-1.32471	Newbury	GB	Europe/London	3590433799317662014
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	8630330696303482147
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	359043379931766189
42.4251	-71.06616	Malden	US	America/New_York	359043379931766031
39.09112	-94.41551	Independence	US	America/Chicago	8630330696303482253
54.39304	53.26023	Bavly	RU	Europe/Moscow	863033069630348990
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	863033069630348339
42.97086	-82.42491	Port Huron	US	America/Detroit	863033069630348925
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	3590433799317661560
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	3590433799317661651
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	3590433799317661388
30.16688	-96.39774	Brenham	US	America/Chicago	863033069630348826
37.31309	40.74357	Mardin	TR	Europe/Istanbul	359043379931766320
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	3590433799317662030
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	359043379931766809
48.86667	2.08333	Marly-le-Roi	FR	Europe/Paris	8630330696303481198
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	359043379931766817
48.79325	2.29275	Fontenay-aux-Roses	FR	Europe/Paris	863033069630348206
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	8630330696303481784
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	8630330696303481917
36.33011	138.89585	Annaka	JP	Asia/Tokyo	8630330696303482261
25.49043	85.94001	Teghra	IN	Asia/Kolkata	8630330696303481438
34.77453	-96.67834	Ada	US	America/Chicago	3590433799317661065
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	863033069630348180
13.70727	9.15013	Mirriah	NE	Africa/Niamey	3590433799317661545
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	359043379931766767
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	863033069630348792
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	863033069630348545
13.48082	-86.58208	Somoto	NI	America/Managua	359043379931766346
44.31771	9.32241	Chiavari	IT	Europe/Rome	8630330696303482303
53.0233	-1.48119	Belper	GB	Europe/London	863033069630348446
40.34912	-111.90466	Saratoga Springs	US	America/Denver	3590433799317662196
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	3590433799317662402
12.12278	-61.62498	Grenville	GD	America/Grenada	359043379931766148
39.96097	-75.60804	West Chester	US	America/New_York	359043379931766577
-38.16604	145.13643	Frankston South	AU	Australia/Melbourne	8630330696303481289
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	359043379931766718
38.58894	-89.99038	Fairview Heights	US	America/Chicago	3590433799317662345
45.9836	12.70038	Cordenons	IT	Europe/Rome	8630330696303481446
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	8630330696303481479
16.06213	76.0586	Hungund	IN	Asia/Kolkata	3590433799317661131
40.93121	-73.89875	Yonkers	US	America/New_York	359043379931766866
39.33427	-76.43941	Middle River	US	America/New_York	8630330696303482048
41.54566	-71.29144	Middletown	US	America/New_York	359043379931766569
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	359043379931766346
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	863033069630348578
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	8630330696303482378
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	863033069630348735
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	863033069630348875
18.00747	-76.78319	New Kingston	JM	America/Jamaica	863033069630348552
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	8630330696303481891
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	863033069630348966
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	8630330696303481701
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	3590433799317661081
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	8630330696303482287
27.71809	-82.35176	Sun City Center	US	America/New_York	3590433799317661347
10.29085	105.75635	Sa Dec	VN	Asia/Ho_Chi_Minh	3590433799317661743
15.72892	120.57224	Burgos	PH	Asia/Manila	3590433799317662220
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	8630330696303481545
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	3590433799317661511
53.81667	-3.05	Blackpool	GB	Europe/London	8630330696303481966
10.22677	-67.33122	La Victoria	VE	America/Caracas	359043379931766890
45.16024	-93.08883	Lino Lakes	US	America/Chicago	8630330696303482261
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	3590433799317662147
23.29549	113.82465	Licheng	CN	Asia/Shanghai	8630330696303482014
38.07789	13.44275	Villabate	IT	Europe/Rome	8630330696303482014
26.68451	-80.66756	Belle Glade	US	America/New_York	863033069630348719
36.20389	127.08472	Nonsan	KR	Asia/Seoul	3590433799317662048
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	3590433799317661628
19.04222	-98.11889	Casa Blanca	MX	America/Mexico_City	359043379931766064
43.32393	5.4584	Les Olives	FR	Europe/Paris	8630330696303482287
18.18158	76.03889	Osmanabad	IN	Asia/Kolkata	3590433799317662063
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	3590433799317662295
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	3590433799317661404
34.31	-2.16	Jerada	MA	Africa/Casablanca	3590433799317662493
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	863033069630348560
50.23019	8.77155	Karben	DE	Europe/Berlin	8630330696303481784
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	359043379931766601
39.08367	-84.50855	Covington	US	America/New_York	3590433799317661271
41.47892	-87.45476	Schererville	US	America/Chicago	3590433799317661131
40.58654	-122.39168	Redding	US	America/Los_Angeles	359043379931766726
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317661065
50.88506	4.07601	Denderleeuw	BE	Europe/Brussels	8630330696303482006
26.68451	-80.66756	Belle Glade	US	America/New_York	3590433799317662477
37.31309	40.74357	Mardin	TR	Europe/Istanbul	8630330696303481941
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	359043379931766411
22.10194	85.37752	Barbil	IN	Asia/Kolkata	359043379931766783
36.08497	9.37082	Siliana	TN	Africa/Tunis	8630330696303481420
37.51803	15.00913	Misterbianco	IT	Europe/Rome	863033069630348719
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	863033069630348941
41.16704	-73.20483	Bridgeport	US	America/New_York	8630330696303482006
5.6561	-75.87877	Andes	CO	America/Bogota	863033069630348925
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	8630330696303481768
-1.63333	13.58357	Franceville	GA	Africa/Libreville	3590433799317662071
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	359043379931766429
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	8630330696303481560
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	3590433799317661495
30.81383	75.16878	Moga	IN	Asia/Kolkata	359043379931766833
44.92934	37.99117	Krymsk	RU	Europe/Moscow	3590433799317661131
40.92298	14.30935	Afragola	IT	Europe/Rome	359043379931766502
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	863033069630348883
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	359043379931766676
37.74615	-25.66689	Ponta Delgada	PT	Atlantic/Azores	3590433799317661768
21.28306	-89.66123	Progreso	MX	America/Merida	359043379931766346
41.48199	-81.79819	Lakewood	US	America/New_York	3590433799317661099
23.0072	-82.4017	Boyeros	CU	America/Havana	359043379931766247
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	359043379931766742
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	8630330696303481438
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	359043379931766643
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303481594
-1.63333	13.58357	Franceville	GA	Africa/Libreville	3590433799317661206
51.44889	5.51978	Tongelre	NL	Europe/Amsterdam	3590433799317661438
-1.63333	13.58357	Franceville	GA	Africa/Libreville	8630330696303481669
39.96097	-75.60804	West Chester	US	America/New_York	8630330696303481081
16.68911	98.50893	Myawadi	MM	Asia/Yangon	8630330696303482329
16.68911	98.50893	Myawadi	MM	Asia/Yangon	8630330696303481370
-8.28333	-35.03333	Cabo	BR	America/Recife	8630330696303481651
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	359043379931766650
18.87813	72.93924	Uran	IN	Asia/Kolkata	863033069630348768
47.30997	8.52462	Adliswil	CH	Europe/Zurich	8630330696303481073
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	3590433799317661149
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	3590433799317662493
46.09273	-88.64235	Iron River	US	America/Menominee	8630330696303481925
-28.24	-48.67028	Imbituba	BR	America/Sao_Paulo	359043379931766817
40.56754	-89.64066	Pekin	US	America/Chicago	359043379931766197
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	863033069630348354
34.4833	136.84186	Toba	JP	Asia/Tokyo	3590433799317662352
44.80477	-0.59543	Talence	FR	Europe/Paris	8630330696303481552
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	863033069630348024
50.82709	6.9747	Wesseling	DE	Europe/Berlin	8630330696303481412
45.9836	12.70038	Cordenons	IT	Europe/Rome	3590433799317662089
50.073658	14.418540	Praha	CZ	Europe/Prague	8630330696303481602
54.03876	43.91385	Kovylkino	RU	Europe/Moscow	3590433799317661628
7.06273	-1.4001	Mampong	GH	Africa/Accra	359043379931766833
42.58342	-71.8023	Fitchburg	US	America/New_York	359043379931766692
34.61667	135.6	Yao	JP	Asia/Tokyo	8630330696303481438
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	3590433799317661552
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	359043379931766783
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	8630330696303481941
43.16547	-77.70066	Gates-North Gates	US	America/New_York	8630330696303481040
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	8630330696303482451
33.41012	-91.06177	Greenville	US	America/Chicago	359043379931766320
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	863033069630348057
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	359043379931766569
51.38673	0.30367	Hartley	GB	Europe/London	8630330696303481073
12.74482	4.52514	Argungu	NG	Africa/Lagos	8630330696303481065
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	359043379931766486
50.75932	25.34244	Lutsk	UA	Europe/Kyiv	359043379931766965
43.91452	-69.96533	Brunswick	US	America/New_York	8630330696303482493
20.21322	-100.88023	Salvatierra	MX	America/Mexico_City	863033069630348404
50.75767	-1.5443	Lymington	GB	Europe/London	863033069630348305
41.75338	-86.11084	Granger	US	America/Indiana/Indianapolis	8630330696303482196
43.91452	-69.96533	Brunswick	US	America/New_York	8630330696303481669
45.53069	9.40531	Gorgonzola	IT	Europe/Rome	359043379931766726
49.183239	15.454273	Telč	CZ	Europe/Prague	863033069630348172
26.67319	31.4976	Juhaynah	EG	Africa/Cairo	8630330696303481370
17.54907	82.85749	Elamanchili	IN	Asia/Kolkata	3590433799317662451
55.62047	37.49338	Tyoply Stan	RU	Europe/Moscow	8630330696303481818
49.593777	17.250879	Olomouc	CZ	Europe/Prague	863033069630348750
36.20389	127.08472	Nonsan	KR	Asia/Seoul	3590433799317662402
39.71734	-74.96933	Sicklerville	US	America/New_York	359043379931766551
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	3590433799317661446
15.72892	120.57224	Burgos	PH	Asia/Manila	8630330696303482246
47.46657	84.87144	Zaysan	KZ	Asia/Almaty	8630330696303481297
33.41012	-91.06177	Greenville	US	America/Chicago	863033069630348131
52.57583	6.61944	Hardenberg	NL	Europe/Amsterdam	8630330696303481446
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	3590433799317661677
