ts	imei	mwra	p.android.chrome	p.android.documentsui	p.android.packageinstaller	p.android.settings	p.android.gm	p.android.externalstorage	p.system	p.android.gms	p.dogalize	p.process.gapps	p.katana	p.google	p.notifier	p.android.defcontainer	p.android.vending	p.inputmethod.latin	p.simulator	p.olauncher	p.browser.provider	p.gms.persistent
2018-05-05 14:54:00	8630330696303481149	1.00000	17.26168	11.69848	13.93291	15.98837	8.99556	16.41006	15.80071	71.32458	1.60999	78.29063	44.82358	28.42573	16.81171	84.26587	98.12817	20.14420	7.99692	80.35958	73.85377	66.56009
2018-05-05 14:55:00	8630330696303481750	1.00000	12.19562	13.47893	12.88589	10.54172	8.67786	14.09299	12.58075	54.43805	0.01025	52.47734	68.54762	59.56929	83.55652	40.81443	61.52470	39.44573	88.23373	13.42337	5.33075	63.21887
2018-05-05 14:56:00	359043379931766494	0.00000	10.88442	15.52708	12.99724	12.99896	10.96154	16.80151	11.58759	28.15800	0.00280	49.73634	64.64890	37.15767	43.86216	43.00842	61.39921	70.81649	78.60275	62.98801	92.81455	43.07518
2018-05-05 14:57:00	3590433799317662436	1.00000	7.72279	9.79720	16.40055	11.98690	10.94227	16.60231	6.32276	62.93143	0.00017	54.88246	59.44249	39.66064	82.21491	88.52933	10.57855	67.99542	22.78426	87.42223	58.62055	3.65575
2018-05-05 14:58:00	8630330696303481362	0.00000	13.57643	15.96374	12.15011	10.97921	14.91649	13.05869	16.82495	45.41942	0.04042	52.80296	55.75051	28.59749	73.35980	88.17462	71.15996	59.12758	17.36037	76.99150	47.19329	88.58218
2018-05-05 14:59:00	8630330696303481818	0.00000	13.11545	13.13616	11.43711	11.23318	14.10375	9.40681	17.46583	57.51827	0.02552	64.41955	66.84579	24.85850	53.03852	37.63329	1.63901	91.71475	68.64475	76.28624	11.92453	3.78261
2018-05-05 15:00:00	8630330696303481222	1.00000	6.81593	9.01054	9.25107	6.66277	12.11908	13.20971	12.38862	77.59195	0.00007	59.32066	54.73442	56.64210	36.08753	39.23418	7.76880	71.07477	76.82111	68.64784	9.13319	51.91532
2018-05-05 15:01:00	8630330696303482204	1.00000	11.42967	10.13263	12.43022	15.52556	9.84297	13.85102	9.20833	62.63143	0.00481	63.29530	59.22034	29.41059	67.86390	42.63408	43.50278	6.14221	59.74054	99.22554	68.57281	94.27892
2018-05-05 15:02:00	863033069630348909	1.00000	15.91987	8.81360	11.69724	16.54514	7.63997	14.26676	12.60922	67.36512	0.42087	48.86859	81.31410	72.26069	45.90873	75.46567	74.78610	6.61408	42.31454	16.64461	15.51266	15.79479
2018-05-05 15:03:00	8630330696303481958	1.00000	11.07372	11.73987	10.44439	11.09147	8.28838	14.16631	11.21382	43.56550	0.00327	60.27072	51.63266	59.87105	45.30727	45.12207	50.74015	76.57656	35.86342	80.05188	80.68976	32.52813
2018-05-05 15:04:00	3590433799317661917	1.00000	11.13430	14.87058	15.62646	15.49089	10.86245	14.24753	8.05694	59.20831	0.00357	59.49940	65.08618	62.59170	37.21951	26.52559	12.55175	32.66718	48.99654	26.68571	69.67997	94.36077
2018-05-05 15:05:00	8630330696303481180	0.00000	15.90389	14.35623	12.87768	6.60266	15.31827	9.65902	14.12610	54.10902	0.41415	40.36155	75.12083	49.56811	70.17784	41.87844	91.06379	40.90968	86.47158	95.69388	22.28140	47.66660
2018-05-05 15:06:00	3590433799317661008	0.00000	10.73367	13.90624	15.76015	12.61305	19.06477	11.79345	16.30570	68.35719	0.00237	58.99142	47.91870	47.28799	45.71476	24.55024	75.07457	52.44718	42.83701	70.01874	2.65677	0.00768
2018-05-05 15:07:00	863033069630348230	1.00000	7.39188	6.04753	10.28327	11.74110	8.06686	11.72605	13.59478	53.39191	0.00009	49.51159	49.22101	64.39988	65.16392	51.48984	31.17092	35.89032	51.99420	66.56879	5.23519	21.00565
2018-05-05 15:08:00	863033069630348255	1.00000	8.41418	9.80462	13.55521	10.99568	8.44641	14.88822	10.73275	73.23340	0.00027	73.07186	68.15856	42.25378	13.86353	84.54114	64.17535	1.26985	74.74153	0.03335	23.63922	51.39354
2018-05-05 15:09:00	8630330696303481875	0.00000	13.88654	13.83905	14.32943	10.85917	12.95222	11.00370	16.03787	53.02742	0.05516	37.92645	42.88404	60.87245	28.65674	24.41077	12.64054	0.50620	70.47730	39.70457	21.11070	84.33350
2018-05-05 15:10:00	863033069630348883	0.00000	14.04585	11.15533	12.52159	13.89346	10.77661	15.23068	13.55882	56.40203	0.06464	47.54876	63.60662	42.47914	47.51908	30.46110	31.52628	7.17662	66.06566	54.28885	81.84883	51.69503
2018-05-05 15:11:00	8630330696303482139	1.00000	12.19234	12.95411	14.38261	16.08878	11.89430	10.55423	13.06153	57.24171	0.01016	54.39200	48.13007	52.75287	35.51686	73.91136	7.44418	2.20850	26.55367	87.49396	72.80461	0.38267
2018-05-05 15:12:00	359043379931766049	1.00000	11.20127	11.81401	14.54016	12.51029	11.85633	11.26601	12.16078	80.76392	0.00382	43.51951	53.71741	44.40490	17.48683	30.15100	65.91421	98.87451	0.33445	12.64651	35.25177	0.38179
2018-05-05 15:13:00	359043379931766304	1.00000	11.76202	12.54728	10.80607	15.87723	8.24075	9.87826	12.95966	48.22190	0.00665	72.81869	57.42546	38.09216	76.09312	93.26885	25.35568	42.99648	34.48247	52.82207	68.26662	94.00815
2018-05-05 15:14:00	863033069630348230	1.00000	10.43568	10.98426	7.89522	10.91510	10.27242	12.37929	12.07670	30.95543	0.00182	61.78678	53.06415	63.11535	54.33953	55.09261	32.53836	33.50011	73.70571	24.48447	68.74399	1.56737
2018-05-05 15:15:00	8630330696303482436	0.00000	16.39220	16.46080	7.17945	9.38053	13.77097	10.13393	16.59243	60.57165	0.67491	47.94700	68.07369	49.02677	53.07673	82.34771	26.31370	15.25289	85.99919	46.88179	71.10549	42.21952
2018-05-05 15:16:00	359043379931766684	1.00000	14.58505	11.99212	15.98388	11.36167	15.19784	10.27493	15.27601	58.84415	0.11080	59.77530	54.81783	66.33317	51.84751	15.76941	53.83840	85.00846	9.61368	12.41098	71.44352	0.49089
2018-05-05 15:17:00	8630330696303482147	1.00000	11.50657	12.13964	13.54490	14.02476	9.01814	15.24196	10.49539	56.78287	0.00512	51.01406	66.35799	55.15358	20.01275	6.51484	80.43857	57.50992	27.13082	37.21966	83.21007	52.18120
2018-05-05 15:18:00	3590433799317662212	1.00000	11.55712	7.98615	13.24932	16.22518	10.72857	16.27852	14.15415	31.23654	0.00542	73.81179	55.50048	60.20097	51.61114	83.99650	22.73270	91.10127	16.32006	80.91698	23.04134	29.00218
2018-05-05 15:19:00	3590433799317661495	1.00000	12.93872	9.39882	7.90118	12.06677	9.86653	12.89829	12.89374	72.11599	0.02140	73.47749	63.93189	64.76493	51.19796	35.12242	17.35435	16.66358	23.45878	46.37106	66.13936	51.90685
2018-05-05 15:20:00	3590433799317661099	1.00000	9.56547	14.12743	12.70149	11.16792	8.52075	7.52104	9.94627	38.28583	0.00081	52.37299	68.67236	36.69787	56.54435	42.84760	88.40558	33.55162	6.24808	3.87737	74.34750	90.62562
2018-05-05 15:21:00	8630330696303481503	1.00000	14.21559	10.68898	15.33316	18.22133	12.29695	12.59400	16.02356	67.27281	0.07660	31.03275	67.84662	57.04668	24.37582	33.92519	10.36450	3.69716	26.56066	69.23865	97.16071	51.27852
2018-05-05 15:22:00	359043379931766510	1.00000	16.57964	11.30079	17.24522	13.44977	7.21206	12.60662	13.20729	67.52009	0.81403	51.22336	76.53927	56.52295	45.04045	42.50912	83.78092	16.03324	82.98293	9.09626	30.69206	7.07071
2018-05-05 15:23:00	3590433799317661552	0.00000	13.32501	15.18946	9.61846	11.88321	13.91284	12.91401	15.38510	75.94927	0.03146	73.74288	57.12184	64.58081	34.62139	71.48751	34.43609	16.00837	79.95881	13.30715	55.56746	79.92684
2018-05-05 15:24:00	863033069630348057	1.00000	12.95346	12.30339	9.99954	12.86423	10.87962	12.65175	13.64600	35.71511	0.02170	56.31179	53.70950	59.98415	42.14939	67.16809	98.67994	68.61573	47.67131	40.63608	48.58727	98.07054
2018-05-05 15:25:00	359043379931766445	0.00000	15.01038	14.68893	10.91652	11.12787	14.99701	15.16001	14.26888	84.75495	0.16948	50.93093	58.10925	54.80698	71.83228	79.73064	3.93142	69.59977	7.85507	64.78407	85.62621	51.21412
2018-05-05 15:26:00	359043379931766064	1.00000	13.71148	12.08896	17.06991	13.37493	10.95306	12.88261	13.93841	61.28929	0.04628	55.69154	66.94809	40.51798	62.60043	48.10155	55.73166	81.19720	82.72491	37.39544	8.28183	2.82362
2018-05-05 15:27:00	3590433799317662311	1.00000	14.41176	12.47167	13.99221	10.22447	9.01743	14.90156	10.51545	55.32761	0.09318	35.30012	52.61011	54.27909	49.53017	87.28953	47.73707	5.79296	66.59409	31.08232	54.99838	39.82792
2018-05-05 15:28:00	3590433799317661909	0.00000	11.06874	8.80421	8.54347	8.49861	9.36641	13.28794	12.63650	50.18002	0.00333	53.57542	51.47639	51.68229	58.30004	26.03493	88.56324	16.58919	24.60780	41.39528	74.65511	81.76538
2018-05-05 15:29:00	863033069630348404	0.00000	17.50465	11.99446	12.91079	9.30041	17.04676	10.16528	18.06648	30.86032	2.05279	57.33989	47.49837	24.79135	75.18513	99.83615	72.77328	78.35002	15.47619	0.46357	9.95442	0.60418
2018-05-05 15:30:00	3590433799317661511	1.00000	8.84717	8.30195	9.55733	10.14916	10.82073	14.37719	12.05665	63.79177	0.00041	51.03522	78.15041	47.09580	58.40471	34.77730	42.09769	35.53191	75.49823	22.61573	40.33495	94.00769
2018-05-05 15:31:00	8630330696303481842	1.00000	16.69033	7.38253	15.06641	16.44019	10.21272	14.36132	14.73137	47.86948	0.90928	52.31693	56.19239	41.29501	64.39439	4.51084	73.35319	71.36348	77.60141	72.34683	97.41739	41.67822
2018-05-05 15:32:00	359043379931766973	1.00000	15.28057	8.46388	15.40985	13.13416	9.07429	15.75894	12.22735	54.91713	0.22210	49.08383	41.96933	50.72895	60.23363	91.71162	59.08691	68.32056	29.71642	65.68164	36.20020	14.90026
2018-05-05 15:33:00	3590433799317661446	1.00000	11.77611	8.85225	9.38650	18.51162	14.36518	18.22557	13.72682	49.02506	0.00674	58.57820	56.15357	44.64017	63.88331	26.20705	51.58983	35.75011	30.46844	93.82526	31.28764	5.78325
2018-05-05 15:34:00	3590433799317662477	1.00000	12.33688	12.63044	11.32572	10.64735	10.71814	17.29951	7.88735	61.62771	0.01176	36.50909	50.47000	44.38653	44.99892	17.33736	29.65157	9.93837	1.12354	66.08885	96.46478	69.27387
2018-05-05 15:35:00	359043379931766585	0.00000	15.95194	13.22623	12.76222	11.72098	17.80882	18.63226	13.78298	45.58734	0.43455	68.10461	47.83202	43.26998	7.64923	15.62227	53.44684	37.93238	67.38702	79.03800	65.45278	42.09455
2018-05-05 15:36:00	3590433799317661404	1.00000	10.53599	11.94224	13.30073	15.48438	12.73034	10.12999	14.70314	47.08920	0.00198	48.23767	56.13092	56.28335	53.02174	8.10366	56.95449	19.69227	94.81462	43.28563	27.77701	51.47083
2018-05-05 15:37:00	3590433799317661727	1.00000	8.28956	8.05548	12.19723	11.69113	9.52747	14.61134	8.56279	64.96471	0.00024	43.08095	46.09709	41.23145	7.95784	7.76099	3.28120	25.28235	5.49796	58.83885	48.21536	4.97789
2018-05-05 15:38:00	359043379931766486	1.00000	16.06214	12.66983	15.05597	12.10017	11.94810	14.55480	14.33467	66.74068	0.48517	53.34063	59.72542	49.39951	28.88035	21.10976	41.93295	95.90521	8.60880	47.49865	6.00521	25.73454
2018-05-05 15:39:00	359043379931766023	0.00000	15.11603	8.57233	11.09290	13.56429	12.98319	15.99815	12.45357	33.13458	0.18840	51.94224	50.28661	48.33634	32.41780	24.66213	22.18991	21.80178	35.73280	7.90316	30.21758	93.43654
2018-05-05 15:40:00	3590433799317661149	1.00000	12.68290	12.90632	12.27320	10.58042	8.80460	14.40755	11.28541	73.79675	0.01656	77.45837	62.08801	24.57545	53.26451	97.05130	70.61257	99.17506	50.06517	61.98354	69.76599	62.79478
2018-05-05 15:41:00	8630330696303482063	1.00000	19.22798	7.25109	14.60396	19.88312	13.62933	20.07058	17.69822	54.08820	11.50206	49.84266	67.38185	74.93952	51.21664	89.57035	76.68589	59.95989	74.25110	46.36701	52.75878	58.98615
2018-05-05 15:42:00	8630330696303481859	1.00000	14.05152	13.98729	17.81208	13.00043	9.61677	18.54446	12.64544	61.48027	0.06503	39.61588	43.03062	69.19265	52.31735	47.95510	51.71109	47.00248	10.37732	82.41943	56.22745	78.71548
2018-05-05 15:43:00	3590433799317661644	1.00000	12.15387	8.56662	14.31403	17.25588	13.24277	17.35929	14.99485	37.28733	0.00979	49.34564	67.80320	43.96115	49.21909	4.14371	34.35223	57.20495	70.04897	93.23536	53.65218	26.68670
2018-05-05 15:44:00	359043379931766510	1.00000	9.79262	9.05403	12.61653	11.07273	9.10768	14.58296	9.23266	59.38711	0.00101	38.03315	55.14273	68.20810	54.54137	34.00464	7.22280	79.35665	17.01850	7.34494	70.17941	72.39162
2018-05-05 15:45:00	3590433799317661636	0.00000	13.25928	15.70205	12.83267	11.81377	13.29138	13.01728	13.52260	52.79444	0.02945	44.65806	58.24543	68.61925	61.22268	77.32597	93.00679	15.34966	74.72741	67.64434	39.53232	71.83202
2018-05-05 15:46:00	8630330696303481115	0.00000	14.74095	15.56428	10.50365	9.29717	12.95487	13.50421	13.68012	37.53871	0.12952	36.69400	62.10699	14.17453	41.16389	2.06017	39.89643	46.74380	22.80531	74.39715	54.82496	24.72584
2018-05-05 15:47:00	863033069630348586	1.00000	16.89970	11.95986	17.78561	13.46284	7.59692	13.33188	17.03648	31.79883	1.12105	57.19616	43.12406	67.08094	92.47829	0.18899	65.48643	26.63539	93.39729	70.84533	66.57113	41.88786
2018-05-05 15:48:00	863033069630348628	0.00000	15.85132	15.53728	10.77671	12.02196	12.89501	11.76638	13.83302	51.25490	0.39299	77.78042	47.40092	17.57736	62.48124	71.29916	71.58241	93.26237	70.18741	88.74349	26.38195	82.12419
2018-05-05 15:49:00	8630330696303481784	1.00000	10.02556	11.57943	10.31083	8.66362	13.33950	16.69714	7.59817	10.77878	0.00121	60.19857	55.26468	43.19136	59.45294	20.89065	19.30753	7.20154	13.88019	82.48237	98.95968	65.82413
2018-05-05 15:50:00	8630330696303482337	1.00000	7.13682	6.37337	4.72685	4.78353	8.38492	11.03573	15.73696	69.96749	0.00008	66.65868	77.65247	41.06953	40.62426	49.22352	20.33226	54.90171	37.40606	92.57899	3.68736	38.93229
2018-05-05 15:51:00	8630330696303481883	1.00000	13.92873	15.73637	15.43094	16.27989	13.23304	11.00195	16.08045	49.89317	0.05748	50.33895	53.21497	25.42540	59.84523	97.31296	57.07999	11.20749	9.34052	95.59137	12.29008	73.84472
2018-05-05 15:52:00	8630330696303481545	1.00000	9.15237	10.05466	9.91405	11.56477	13.40758	14.01692	9.19502	57.95130	0.00054	59.72517	54.78036	60.13826	40.94726	6.71835	48.60268	56.33903	27.02224	34.82436	23.60646	25.72126
2018-05-05 15:53:00	359043379931766957	0.00000	15.99276	10.60044	12.12342	7.30367	16.00828	18.28658	13.96890	69.97130	0.45264	58.01659	38.24502	64.44159	29.44596	46.86858	22.80170	54.78580	45.75723	32.76998	81.42805	96.01227
2018-05-05 15:54:00	863033069630348537	1.00000	14.47276	13.87320	15.30937	13.04965	15.42950	10.21843	15.76728	65.91369	0.09905	47.63882	52.47324	54.41317	70.55756	52.74671	25.90047	91.48843	36.77513	14.50351	32.11401	26.98835
2018-05-05 15:55:00	3590433799317661180	1.00000	12.85169	11.41320	10.42494	14.11928	9.84490	17.06212	12.93232	46.79690	0.01963	54.26221	63.29568	59.86298	54.33768	23.19667	61.13084	42.76854	3.69181	17.63667	41.74366	31.46510
2018-05-05 15:56:00	8630330696303482188	0.00000	14.78906	13.52331	11.00366	9.92600	15.53370	14.75458	14.58713	57.51543	0.13588	54.11516	60.74723	56.12452	61.61003	50.34540	65.02273	54.18675	30.56841	72.39700	73.07366	43.51098
2018-05-05 15:57:00	8630330696303481990	1.00000	15.34384	8.58339	13.97355	11.45986	8.05445	12.29492	14.51231	58.31829	0.23658	35.09282	68.38345	27.56364	40.38507	67.15067	38.30832	66.38747	18.05187	27.69324	41.18806	56.19272
2018-05-05 15:58:00	8630330696303481206	0.00000	10.23267	10.25097	10.22997	11.65446	8.84571	12.43629	13.77234	61.25021	0.00145	68.09759	52.58369	45.06408	68.70225	88.10089	94.78793	96.45710	80.10830	5.84265	40.48221	81.93974
2018-05-05 15:59:00	8630330696303481412	0.00000	12.29552	13.58198	11.64158	11.09944	11.84270	15.97547	11.20968	64.92563	0.01129	56.25276	72.65716	64.85063	47.13026	74.35680	66.78234	95.57053	14.29380	59.16274	39.67480	84.55854
2018-05-05 16:00:00	8630330696303481933	1.00000	12.68170	15.83133	11.61196	14.60208	11.95662	12.49995	8.51665	54.73931	0.01653	51.31860	71.40864	43.87902	64.37672	51.35102	40.17781	4.14014	15.98972	72.96800	54.83994	58.25776
2018-05-05 16:01:00	3590433799317662089	1.00000	14.81562	7.75143	12.15571	12.84908	9.28707	15.45868	14.39987	65.96266	0.13950	66.23538	74.31202	51.00465	51.89084	49.04327	93.20846	38.83217	73.74684	77.73655	44.00397	29.37462
2018-05-05 16:02:00	863033069630348743	0.00000	15.11146	14.52042	10.79101	11.82717	12.28568	18.39571	11.82982	39.47519	0.18758	34.10038	56.07440	47.89887	52.85722	9.39603	17.08400	68.76354	13.07791	52.53131	1.08691	12.50918
2018-05-05 16:03:00	3590433799317661214	0.00000	12.53171	13.39160	15.79115	11.95720	13.61563	11.22259	15.42668	65.87088	0.01423	49.43229	44.06279	59.69195	28.95731	34.99241	50.09265	74.07916	60.29286	63.70508	75.24802	83.33528
2018-05-05 16:04:00	3590433799317661073	0.00000	10.05793	15.74716	13.19921	12.66016	11.53865	10.19047	11.22437	63.78971	0.00123	47.19222	83.72792	54.87514	55.59669	21.79083	4.24804	8.58721	7.74241	19.30441	97.90942	53.90247
2018-05-05 16:05:00	8630330696303481180	0.00000	15.72342	13.32707	10.79633	10.12260	13.49592	14.14851	15.93626	54.27757	0.34581	61.19532	58.57135	48.46763	59.39436	6.96425	64.50955	58.11746	33.62582	75.28637	26.88443	68.19992
2018-05-05 16:06:00	3590433799317662139	1.00000	12.51011	9.81282	8.76999	11.53882	6.85474	10.92945	11.55829	61.66288	0.01397	49.42083	57.00114	38.55728	50.08546	58.62860	6.24490	53.26498	15.36650	61.03633	64.84145	63.39659
2018-05-05 16:07:00	863033069630348990	0.00000	14.83348	15.59334	13.92533	11.20438	16.16050	12.35554	13.98646	39.51382	0.14201	30.64085	68.00492	65.60858	61.65004	84.74430	69.68690	63.09701	94.79565	8.99704	51.47479	71.35989
2018-05-05 16:08:00	359043379931766403	1.00000	16.82245	14.85948	15.06856	15.96172	9.41792	13.65726	14.16931	46.82668	1.03776	42.71990	57.57267	56.11153	44.91816	48.43920	39.01101	54.40975	94.13195	13.03232	2.41371	24.19458
2018-05-05 16:09:00	863033069630348859	1.00000	7.99841	8.14227	10.34881	9.22774	11.06933	14.66592	11.64926	40.23370	0.00021	61.46740	45.89923	34.50495	57.12400	59.35834	37.49114	4.59061	39.09656	46.60120	81.53641	61.67037
2018-05-05 16:10:00	3590433799317661487	1.00000	12.00995	11.39048	10.41979	11.84761	10.03626	14.12223	9.78087	64.79835	0.00844	51.21919	67.78482	73.00914	45.24734	77.17602	72.00655	68.85174	25.26944	72.00923	65.03446	73.75519
2018-05-05 16:11:00	3590433799317661263	0.00000	13.50646	6.30943	16.66362	16.09800	13.89096	14.14292	16.07149	48.51552	0.03773	45.23920	79.95840	38.78210	53.33769	1.52739	63.81427	54.28655	45.46745	2.71024	57.66968	16.42433
2018-05-05 16:12:00	3590433799317662105	1.00000	6.74693	7.67372	12.46535	7.86853	12.08386	16.77494	7.42162	45.18887	0.00012	49.10536	62.23396	51.47323	51.59984	55.57904	71.02642	14.94618	10.65480	3.73290	56.77650	68.97347
2018-05-05 16:13:00	3590433799317662394	0.00000	12.60073	13.52936	15.88840	10.80018	17.86280	16.15011	14.64291	56.41274	0.01531	49.37959	45.31352	41.13020	42.34502	67.81206	16.60200	3.42234	18.49051	96.82558	93.78763	4.60586
2018-05-05 16:14:00	8630330696303481685	1.00000	10.33857	12.59923	12.29781	11.14009	7.99303	12.55334	12.15465	43.76907	0.00166	72.94603	43.19262	34.11269	24.36952	79.60658	65.46155	89.53610	29.73147	91.52754	45.31850	36.67070
2018-05-05 16:15:00	8630330696303481990	1.00000	13.49758	7.05187	16.82480	14.14229	15.10335	18.50068	17.39500	47.20874	0.03742	67.39780	44.86659	63.01692	60.93140	71.98503	24.36161	99.93641	66.23060	48.55616	12.22528	81.42511
2018-05-05 16:16:00	3590433799317662022	0.00000	15.28266	16.31855	13.31770	7.56040	10.14421	9.92179	9.98097	64.18367	0.22249	54.24469	39.69586	54.57432	44.47787	61.21663	17.21449	70.69782	16.00348	4.04251	60.77194	40.17975
2018-05-05 16:17:00	863033069630348297	0.00000	11.40263	14.66931	11.69553	16.38098	17.91798	12.13094	18.94348	34.80753	0.00466	78.57122	58.76145	52.68814	33.50405	6.68539	23.23650	95.39120	44.63557	4.35626	85.98899	58.74724
2018-05-05 16:18:00	359043379931766999	0.00000	14.10680	15.94802	11.28438	11.32801	13.41422	18.74083	11.77686	48.66034	0.06871	44.67668	54.79910	56.69219	27.57225	75.02473	77.83880	70.03329	6.04804	47.04136	52.28829	15.23224
2018-05-05 16:19:00	8630330696303481354	0.00000	11.69614	15.73277	10.73343	8.31021	16.34354	12.76398	13.06850	44.64837	0.00622	59.52441	50.51489	55.93629	34.22489	71.57045	65.16787	43.32883	43.08107	37.99936	60.40311	81.28388
2018-05-05 16:20:00	8630330696303482030	1.00000	12.67899	11.74894	5.50034	7.14920	9.85048	12.48241	14.93123	58.34787	0.01649	48.92695	43.93886	89.25157	49.11887	70.80335	36.23722	52.40356	0.87089	95.91209	32.09374	36.27225
2018-05-05 16:21:00	8630330696303482063	0.00000	13.58894	16.17524	12.60578	11.64566	13.61834	15.61961	16.14308	42.74026	0.04095	58.86197	43.37255	42.63545	52.76068	71.06992	81.35325	91.76879	48.49501	28.72442	86.60459	48.79372
2018-05-05 16:22:00	8630330696303481172	0.00000	16.65408	13.20980	8.45375	9.30580	17.68510	15.26639	13.78751	44.02128	0.87691	64.65022	63.06635	71.21319	25.51700	3.64711	99.88678	93.55279	56.42407	30.77381	29.19328	8.16472
2018-05-05 16:23:00	863033069630348875	0.00000	14.50550	12.92834	15.93766	9.96663	14.49118	9.82831	15.35142	40.29608	0.10232	51.77887	64.75718	57.39642	75.86095	1.84511	38.01592	16.43725	63.68308	42.55619	33.78610	78.10412
2018-05-05 16:24:00	8630330696303481545	1.00000	11.21162	9.66781	9.09133	11.35423	10.41282	12.13162	13.89259	31.53958	0.00384	63.64725	74.14938	30.80228	41.76324	53.63555	90.80896	24.68846	67.92003	44.28531	37.25145	98.41583
2018-05-05 16:25:00	359043379931766916	0.00000	15.22815	16.25832	7.49237	11.88973	14.48938	10.86643	16.08745	50.92933	0.21079	55.22813	47.69873	56.80305	47.81004	95.40774	3.05919	57.56739	93.31108	27.87581	11.07238	47.69787
2018-05-05 16:26:00	359043379931766056	0.00000	12.98128	14.85535	9.62294	12.68382	14.61284	14.60587	15.33810	58.13980	0.02227	75.16437	71.42989	61.42969	55.53666	76.84660	39.96179	29.08973	84.74199	58.61463	5.69585	78.44254
2018-05-05 16:27:00	863033069630348214	0.00000	14.50879	12.77741	13.33778	10.13812	14.91140	14.14444	17.05887	47.53746	0.10273	53.92593	52.71413	39.62277	40.20321	27.12593	69.63423	23.57361	39.25312	96.22267	24.37780	64.30350
2018-05-05 16:28:00	863033069630348842	0.00000	11.64001	13.37093	14.48743	11.47624	14.31447	11.61911	14.96346	37.32068	0.00585	58.17551	41.37530	46.16291	44.25015	22.25261	63.91007	35.99752	23.23123	20.45621	11.73276	85.85469
2018-05-05 16:29:00	8630330696303482212	1.00000	10.93867	12.28523	9.53071	12.16604	12.32460	14.43049	10.56947	46.39547	0.00292	60.83698	68.11546	36.60337	53.26121	23.90070	4.11493	41.34630	7.67873	2.93746	71.81328	32.71821
2018-05-05 16:30:00	863033069630348016	0.00000	15.45845	13.04316	9.66825	10.84902	14.76713	15.03678	13.41062	71.51459	0.26533	55.46256	58.66516	31.21439	79.59716	78.98411	96.56265	38.93973	1.98419	35.88304	62.10361	84.27325
2018-05-05 16:31:00	863033069630348008	1.00000	13.64332	9.89093	12.39500	17.57760	11.06539	10.04253	15.41557	35.71811	0.04321	74.97968	50.73300	68.82012	20.28926	45.09671	1.53293	19.82767	2.48180	83.53749	67.24935	14.56526
2018-05-05 16:32:00	359043379931766940	0.00000	12.57174	12.05729	12.77774	13.03149	13.51474	5.39927	16.36456	48.54192	0.01482	71.25231	72.52077	68.90765	52.25258	95.92388	82.79707	54.89708	54.22356	44.29726	36.12733	95.86901
2018-05-05 16:33:00	359043379931766130	0.00000	13.30496	14.14521	11.42795	11.05640	11.06516	10.24530	13.42488	40.34607	0.03086	36.69319	54.50945	48.78935	59.97229	17.58818	60.36426	38.60508	0.01481	55.38100	36.82791	1.32380
2018-05-05 16:34:00	3590433799317661784	0.00000	7.96815	9.82220	14.23157	14.63395	9.89756	14.36044	9.77451	50.74203	0.00018	54.25910	62.01197	40.06958	30.98822	9.35971	57.36950	28.06980	12.04752	69.63613	80.67164	80.26234
2018-05-05 16:35:00	3590433799317661420	0.00000	14.12834	11.67638	10.88274	13.18112	15.42578	13.28206	16.39786	91.25988	0.07017	64.33379	62.91776	65.18103	48.34177	68.86877	40.31380	8.39747	20.17630	15.98700	91.19229	1.73779
2018-05-05 16:36:00	8630330696303482006	0.00000	16.15922	11.95042	8.40731	8.15169	14.00300	10.79771	15.32795	44.53711	0.53464	33.91862	60.60556	48.96271	59.67026	45.63483	44.30156	83.10716	2.99819	1.73479	56.53572	27.12469
2018-05-05 16:37:00	8630330696303481479	1.00000	13.52146	11.43644	10.70239	10.22681	10.15665	15.28252	10.86963	58.67457	0.03830	72.83728	59.44576	58.76622	38.71687	46.81987	28.47113	4.60450	82.14424	49.40988	24.67400	38.70994
2018-05-05 16:38:00	8630330696303482493	1.00000	16.88175	10.65858	14.85901	7.77911	7.77967	13.78428	10.69897	64.04270	1.10112	44.90086	54.95864	46.99948	77.15844	47.22469	78.49237	60.34522	29.05164	29.09327	85.90287	16.74083
2018-05-05 16:39:00	8630330696303481800	1.00000	13.93218	12.13085	13.87058	15.57918	12.81031	13.83485	13.78385	55.15377	0.05775	53.65827	78.12729	75.22153	59.02721	23.69372	3.81047	28.97911	31.78082	23.20301	96.22580	64.19347
2018-05-05 16:40:00	8630330696303481354	1.00000	11.19102	11.34211	8.01990	9.44394	12.98032	13.03634	11.48760	43.11243	0.00373	44.00877	44.01155	71.47394	48.12756	32.53970	28.49040	44.50387	20.24767	57.05265	73.20810	66.77381
2018-05-05 16:41:00	3590433799317662253	1.00000	9.52225	11.08004	13.21878	15.79527	10.58460	14.33456	9.23210	59.28229	0.00078	73.95982	61.28840	36.45248	18.74814	82.73190	8.53576	84.44135	77.12997	91.39630	30.95568	77.14086
2018-05-05 16:42:00	3590433799317661628	1.00000	14.45062	14.55349	15.65806	16.94636	10.83971	14.08400	15.72105	40.80691	0.09686	61.69486	56.59464	78.12125	49.00227	77.16453	16.85474	59.27900	53.01207	20.82641	6.26395	20.96667
2018-05-05 16:43:00	359043379931766387	0.00000	16.55054	12.86640	13.03320	11.76165	16.15969	12.93940	17.70425	63.75806	0.79065	49.17351	30.10793	37.96316	62.98773	99.83519	53.01982	25.08306	29.86004	52.96125	51.51468	55.02039
