ts	imei	mwra	c.android.youtube	c.katana	c.dogalize	c.android.chrome	c.android.gm	c.UCMobile.x86	c.raider	c.android.vending	c.updateassist	c.UCMobile.intl
2018-05-05 23:17:00	863033069630348958	1.00000	15.67397	16.54360	9.53720	15.28880	12.73671	25.65493	1.58038	95.66384	20.10920	9.30044
2018-05-05 23:18:00	359043379931766577	1.00000	15.54143	13.31014	8.37176	7.45641	9.01257	61.99031	63.40957	28.88673	15.91219	73.26305
2018-05-05 23:19:00	3590433799317661982	1.00000	14.31158	15.88195	9.88205	12.68694	13.48898	32.01914	57.71389	53.73866	77.53802	57.02781
2018-05-05 23:20:00	863033069630348479	0.00000	18.81708	13.85073	14.20025	11.04660	9.96014	24.10441	78.69565	17.37266	85.32095	35.09755
2018-05-05 23:21:00	8630330696303481404	1.00000	13.73419	14.08870	10.99806	14.11201	13.38152	39.19287	60.62099	83.46378	95.28712	97.60968
2018-05-05 23:22:00	863033069630348735	1.00000	15.28127	11.60740	8.56602	10.33095	10.47248	43.19866	18.25132	39.58616	70.99381	69.08013
2018-05-05 23:23:00	863033069630348248	1.00000	13.95442	17.96792	9.57806	15.85945	13.68650	10.58848	91.94950	76.89294	9.85848	14.48090
2018-05-05 23:24:00	8630330696303482220	1.00000	17.88017	12.49025	6.98393	14.80454	13.85148	27.11965	39.83559	24.75273	8.57522	85.73231
2018-05-05 23:25:00	3590433799317662279	1.00000	14.62264	16.76723	12.42653	13.06338	8.64043	91.05244	14.76597	80.66855	98.81244	14.06084
2018-05-05 23:26:00	359043379931766593	1.00000	14.62193	13.60378	14.04003	11.58858	15.47497	0.80608	87.85093	36.92954	19.94567	18.15720
2018-05-05 23:27:00	8630330696303482154	0.00000	14.45274	8.49424	10.18692	12.11257	10.63119	81.09801	58.26725	21.70386	11.40169	81.20827
2018-05-05 23:28:00	3590433799317661305	1.00000	17.65728	14.18999	10.52660	13.53409	12.43414	55.92938	51.63101	73.15573	21.42477	96.46841
2018-05-05 23:29:00	3590433799317661131	0.00000	15.76861	14.42613	15.66037	11.53594	10.26915	19.33486	78.81148	53.70559	14.50287	58.53404
2018-05-05 23:30:00	359043379931766502	1.00000	14.06831	13.44590	7.73483	11.40008	11.26943	30.17631	67.00823	39.54629	41.78771	66.68349
2018-05-05 23:31:00	3590433799317661222	1.00000	14.56114	14.20355	8.38616	15.85858	15.30558	19.56568	79.23846	62.01124	29.13568	68.42194
2018-05-05 23:32:00	3590433799317662220	0.00000	15.41059	10.94182	15.73658	12.18810	9.51386	65.80064	10.96468	76.76569	7.53704	21.20024
2018-05-05 23:33:00	863033069630348941	0.00000	14.68796	12.26190	10.94632	12.77441	12.75077	63.58143	93.70266	5.41895	11.19957	98.55184
2018-05-05 23:34:00	359043379931766056	1.00000	18.01498	12.71030	12.06576	16.48227	14.78973	4.97774	51.51880	77.24785	57.40125	5.02635
2018-05-05 23:35:00	3590433799317662139	1.00000	11.60010	16.77661	10.33870	14.74849	12.26821	55.78132	89.73505	70.35188	11.75423	21.63017
2018-05-05 23:36:00	8630330696303482394	1.00000	14.91734	12.76245	12.61254	11.75891	12.33211	51.40216	41.41258	16.93749	8.01256	70.63693
2018-05-05 23:37:00	3590433799317661602	0.00000	17.28810	10.42237	11.93586	11.79885	14.29025	41.31492	48.65993	55.63812	43.76233	55.26946
2018-05-05 23:38:00	8630330696303482212	1.00000	14.50521	14.84809	9.28835	10.38348	12.05749	65.58103	40.35008	21.45185	94.80026	58.65011
2018-05-05 23:39:00	8630330696303481065	1.00000	16.56093	16.01705	13.89927	17.63833	11.56531	85.32701	59.17993	59.55868	94.60714	32.17254
2018-05-05 23:40:00	3590433799317661685	1.00000	12.78071	13.57551	11.58337	9.34986	10.00533	18.60001	81.98805	4.56045	60.10243	84.30553
2018-05-05 23:41:00	3590433799317661842	0.00000	12.87761	9.87673	15.18430	11.07277	10.51457	13.29249	34.32788	29.65357	34.89837	79.07658
2018-05-05 23:42:00	3590433799317662006	1.00000	14.69458	10.23651	13.85639	9.92108	10.95624	45.00752	98.36529	7.50539	44.23933	72.66439
2018-05-05 23:43:00	863033069630348933	0.00000	16.65704	10.57455	13.15404	9.08700	13.15678	12.74338	49.93349	10.97477	26.46111	20.13052
2018-05-05 23:44:00	3590433799317661719	1.00000	17.22751	13.13536	6.19238	10.83631	8.18093	90.26149	15.51453	36.53635	92.71991	43.85316
2018-05-05 23:45:00	3590433799317661669	0.00000	13.44510	9.54819	9.03923	9.25486	9.43958	13.07794	78.69475	51.61662	68.47325	96.14377
2018-05-05 23:46:00	863033069630348008	1.00000	14.79511	15.02419	8.96096	15.32693	14.15290	22.88504	57.53604	43.93355	26.77686	95.54174
2018-05-05 23:47:00	8630330696303482105	1.00000	14.11134	16.30568	12.65092	12.01852	9.78304	98.51860	43.97888	85.93710	14.00840	94.31494
2018-05-05 23:48:00	359043379931766635	1.00000	14.89007	14.40574	9.85156	16.44284	14.50144	30.89228	49.98962	18.11188	57.39101	52.84759
2018-05-05 23:49:00	8630330696303481677	1.00000	12.37428	14.85375	8.35424	12.48565	13.69364	25.78454	34.98786	35.15183	49.47971	10.75894
2018-05-05 23:50:00	8630330696303481735	1.00000	14.88033	13.00964	8.39472	16.79212	12.88645	58.11718	87.87312	61.70594	75.60793	93.65802
2018-05-05 23:51:00	8630330696303482451	0.00000	13.22835	12.39584	11.93196	10.68790	14.47438	17.23668	61.93706	28.39533	46.34879	47.05675
2018-05-05 23:52:00	3590433799317662030	1.00000	16.14345	13.00600	10.12880	14.73004	15.55230	68.23950	22.83156	98.34682	42.05368	61.41400
2018-05-05 23:53:00	3590433799317661636	1.00000	17.98326	9.58464	9.34270	14.74157	13.02120	74.73486	47.67935	44.48531	51.34592	23.30687
2018-05-05 23:54:00	359043379931766619	0.00000	11.56205	12.60133	11.04872	11.54531	12.86163	90.44529	16.21468	21.02166	19.78004	19.82621
2018-05-05 23:55:00	8630330696303481883	1.00000	16.63762	14.80546	8.22790	15.40796	14.04817	27.42606	17.49910	88.49308	99.25253	32.54535
2018-05-05 23:56:00	863033069630348545	1.00000	14.26469	17.21898	10.87696	17.95317	12.67898	49.95760	34.09401	81.60302	26.68726	21.03168
2018-05-05 23:57:00	863033069630348891	1.00000	13.49147	16.05681	8.32523	12.85618	14.73278	10.68935	20.17036	86.06269	11.98970	65.30441
2018-05-05 23:58:00	8630330696303481495	1.00000	16.39686	10.26709	11.50167	17.23099	13.76060	72.74196	0.82042	67.08623	97.04629	49.04251
2018-05-05 23:59:00	863033069630348644	1.00000	14.21246	16.19288	11.70965	14.83599	13.96466	87.97854	30.37330	98.65784	54.19199	99.54998
2018-05-06 00:00:00	8630330696303482477	1.00000	13.91599	9.36009	12.36599	11.69396	14.15307	96.86931	89.04196	81.96161	86.52128	91.16793
2018-05-06 00:01:00	863033069630348180	0.00000	12.62708	14.24528	11.24029	13.14586	12.23290	44.95542	51.98739	36.99573	81.66631	1.02756
2018-05-06 00:02:00	863033069630348685	0.00000	13.51083	12.42915	6.58761	10.61272	16.27210	64.80653	99.28893	36.49633	82.41126	78.94896
2018-05-06 00:03:00	863033069630348701	1.00000	14.29781	14.14286	8.04933	11.79895	13.85837	26.95749	28.87200	17.68845	71.59605	28.35052
2018-05-06 00:04:00	8630330696303481859	0.00000	13.15596	11.24789	10.54584	6.41156	11.68779	21.92473	52.63799	28.00364	72.57965	12.24005
2018-05-06 00:05:00	863033069630348958	0.00000	14.63773	11.59724	15.64478	9.61434	14.87287	93.34529	29.00093	3.89826	69.54633	39.05457
2018-05-06 00:06:00	3590433799317662337	1.00000	16.52840	16.44139	5.71409	12.17523	12.54062	92.18660	9.29566	96.92328	70.66789	87.95740
2018-05-06 00:07:00	863033069630348107	0.00000	14.29197	9.42027	14.53482	9.00708	12.17604	32.67117	21.88254	30.12340	20.97688	66.80957
2018-05-06 00:08:00	863033069630348495	1.00000	12.09025	12.78174	10.53552	14.94051	13.05125	76.41481	57.79575	54.94224	53.87076	25.03913
2018-05-06 00:09:00	863033069630348636	1.00000	15.36293	12.80015	9.60682	13.02488	8.80327	70.19407	98.40251	80.37786	88.63364	68.39508
2018-05-06 00:10:00	8630330696303482402	0.00000	16.23876	9.95339	10.31241	10.16703	15.93710	26.03811	40.07456	71.92689	89.39577	31.35860
2018-05-06 00:11:00	359043379931766213	0.00000	15.86952	13.01871	9.64983	11.64428	15.37775	92.86869	46.35058	56.51370	7.99208	30.28211
2018-05-06 00:12:00	8630330696303482287	1.00000	15.72207	12.96167	8.81551	12.48587	15.85581	21.86636	91.57608	37.87111	0.86330	98.38088
2018-05-06 00:13:00	8630330696303481073	0.00000	13.72985	11.52792	12.45164	9.74124	12.14492	37.77074	83.42119	76.01297	29.86773	5.14961
2018-05-06 00:14:00	8630330696303482485	1.00000	13.04358	12.72963	10.96756	13.05521	15.06231	14.71269	97.74820	99.97926	34.69175	65.77383
2018-05-06 00:15:00	8630330696303481990	0.00000	12.90751	14.23755	12.34790	12.61878	11.27853	1.05744	52.79365	10.63149	11.99909	60.97779
2018-05-06 00:16:00	359043379931766163	0.00000	13.96386	10.93241	12.22666	12.33107	15.55104	65.81841	30.41593	8.51908	90.07712	75.38739
2018-05-06 00:17:00	863033069630348222	0.00000	11.47825	10.46433	14.61389	13.11009	10.94744	37.89697	96.03481	14.25916	96.46936	30.23101
2018-05-06 00:18:00	3590433799317662154	1.00000	12.93428	12.04880	9.33748	9.78953	15.67089	9.30875	90.99590	53.08911	37.04096	99.54507
2018-05-06 00:19:00	359043379931766668	0.00000	13.86540	10.84822	10.62431	12.00064	14.81622	29.29655	30.26285	43.47195	15.93965	59.99294
2018-05-06 00:20:00	863033069630348610	1.00000	15.90619	15.36018	12.91462	14.70345	13.43952	2.79805	10.50084	91.19314	85.89307	68.04563
2018-05-06 00:21:00	8630330696303482121	1.00000	13.16826	17.97102	10.78967	6.25949	6.94736	84.43059	94.80744	85.19570	23.07419	97.60257
2018-05-06 00:22:00	359043379931766254	1.00000	17.71082	14.82106	11.38733	11.64093	12.60428	82.03270	64.18644	66.57959	18.40991	30.15653
2018-05-06 00:23:00	8630330696303482147	0.00000	14.25929	13.55926	13.44355	12.51948	14.36692	44.10468	19.21885	93.49074	66.18929	58.99589
2018-05-06 00:24:00	863033069630348156	1.00000	11.71831	11.91056	8.81444	10.53230	15.68567	95.98109	93.62422	77.42728	20.26469	39.65387
2018-05-06 00:25:00	8630330696303481289	1.00000	10.73979	12.47691	12.30982	15.71484	12.46042	38.39765	97.88801	71.38942	69.76485	27.81167
2018-05-06 00:26:00	863033069630348396	1.00000	21.84631	12.72347	7.79245	15.11697	13.65906	46.92919	64.39031	29.42929	8.34463	38.80492
2018-05-06 00:27:00	8630330696303482444	1.00000	12.18392	12.33866	12.62094	12.94720	15.35961	68.18794	62.38442	95.55222	76.64945	53.04431
2018-05-06 00:28:00	359043379931766460	0.00000	11.75371	12.86331	11.17926	11.28404	14.09024	0.63890	21.64775	84.94358	50.61524	87.66481
2018-05-06 00:29:00	8630330696303482394	0.00000	13.64690	10.96612	7.11599	11.55168	16.34740	96.76179	35.97838	43.46292	64.33734	81.95828
2018-05-06 00:30:00	863033069630348396	1.00000	17.78356	12.70871	9.42199	19.55927	8.73310	75.22473	95.37190	8.01417	71.07393	32.44294
2018-05-06 00:31:00	3590433799317661230	0.00000	14.22443	12.98574	9.86496	10.03776	14.44813	78.38336	42.35820	32.63137	97.07990	37.42180
2018-05-06 00:32:00	359043379931766189	1.00000	16.90168	13.72594	8.26366	16.79883	11.67354	69.36340	89.81735	61.22526	4.45869	79.37072
2018-05-06 00:33:00	8630330696303482048	1.00000	11.11787	13.81980	6.96227	14.15184	8.70771	55.01830	84.66418	77.38310	84.70158	47.54677
2018-05-06 00:34:00	863033069630348123	1.00000	15.31733	12.13184	12.54035	12.21885	12.37051	72.08812	20.78602	37.70122	48.81302	30.48546
2018-05-06 00:35:00	863033069630348289	1.00000	15.14458	12.90664	11.27226	10.37153	13.41692	23.54028	41.55069	7.32841	36.43123	36.38994
2018-05-06 00:36:00	8630330696303482097	1.00000	12.79085	15.04117	11.78238	7.65492	9.06857	53.58306	68.24302	70.00326	92.06050	59.56846
2018-05-06 00:37:00	8630330696303481982	0.00000	12.83477	10.99056	8.19661	12.32929	16.28854	47.32978	94.06198	4.57472	79.00835	93.14959
2018-05-06 00:38:00	8630330696303481685	1.00000	18.00472	14.26026	12.52634	15.73303	13.60672	62.53408	49.95961	71.01290	28.92464	73.22335
2018-05-06 00:39:00	8630330696303481933	1.00000	14.69413	10.49245	13.58128	12.38820	14.36581	54.34119	45.27561	10.09692	42.89530	91.66234
2018-05-06 00:40:00	863033069630348305	0.00000	14.10380	11.05359	14.12589	9.69441	11.55290	17.39676	48.15540	51.44193	7.50611	82.10075
2018-05-06 00:41:00	3590433799317662352	0.00000	17.33130	12.53814	13.14281	8.79423	11.06539	22.51660	99.57446	95.91537	71.40426	64.34330
2018-05-06 00:42:00	3590433799317662139	0.00000	13.43541	16.46793	10.60011	10.45683	12.04762	29.85692	22.71151	27.81644	88.96518	38.55746
2018-05-06 00:43:00	8630330696303482162	1.00000	11.62032	11.65441	15.43045	12.51358	12.99855	39.92289	24.43179	57.51319	62.97037	6.93189
2018-05-06 00:44:00	359043379931766437	0.00000	15.94780	9.14554	7.63631	7.75719	9.83796	67.53121	65.92383	14.98002	80.68820	25.66469
2018-05-06 00:45:00	8630330696303481990	1.00000	14.16797	11.37735	10.59782	14.60688	14.47837	34.00776	32.86694	44.54437	70.35648	28.54083
2018-05-06 00:46:00	8630330696303481024	1.00000	12.01949	15.47641	13.36061	10.03031	12.56382	34.10431	14.27736	60.32879	99.65319	56.11122
2018-05-06 00:47:00	863033069630348123	1.00000	15.52100	16.60868	14.63917	9.57982	11.73821	77.01797	89.52663	59.85674	49.78776	91.45287
2018-05-06 00:48:00	863033069630348735	0.00000	15.86379	13.58331	19.60839	13.03259	8.21907	83.67509	8.22699	6.46692	59.78419	75.28659
2018-05-06 00:49:00	3590433799317661883	1.00000	11.40309	16.19160	8.53549	12.06807	9.63863	64.83380	15.04336	81.57141	24.36314	82.59452
2018-05-06 00:50:00	3590433799317661131	0.00000	11.96096	6.02871	10.50528	9.48166	16.75318	43.30107	42.80162	98.13030	38.39460	98.81768
2018-05-06 00:51:00	863033069630348503	0.00000	13.16629	8.74986	13.10058	9.61644	10.94784	36.69951	53.55382	12.10909	25.20265	48.47058
2018-05-06 00:52:00	8630330696303481008	1.00000	16.03303	14.31977	12.25233	10.63069	9.75897	33.50177	92.04563	90.21727	22.36792	20.58513
2018-05-06 00:53:00	863033069630348735	1.00000	14.23087	9.47214	10.44643	13.40322	11.85444	85.04184	22.28302	13.08644	9.97095	48.97175
2018-05-06 00:54:00	359043379931766270	1.00000	16.13586	14.07191	13.15137	9.68686	12.78753	52.95564	17.37678	37.81201	71.57929	62.46654
2018-05-06 00:55:00	3590433799317661495	0.00000	14.09413	16.91767	7.85542	6.71349	9.22664	52.79084	39.68411	17.22434	93.78541	13.22802
2018-05-06 00:56:00	3590433799317661412	1.00000	14.67760	15.97593	12.14531	12.30161	9.89882	49.93693	2.35465	72.93044	93.97635	72.36814
2018-05-06 00:57:00	8630330696303481776	1.00000	13.14545	16.38206	9.13349	9.65711	8.44546	97.62608	99.69041	40.03561	81.16859	75.25663
2018-05-06 00:58:00	8630330696303482352	1.00000	13.86936	16.06039	7.80294	17.74944	13.33811	30.98782	28.33955	54.17792	87.12102	24.67802
2018-05-06 00:59:00	359043379931766502	1.00000	18.11757	10.06674	13.75499	8.97788	13.52538	25.58758	24.93709	4.03758	46.37052	98.05196
2018-05-06 01:00:00	3590433799317661933	1.00000	12.69281	12.89715	4.10451	8.51143	10.49179	40.04155	88.97525	53.21899	1.78228	62.42254
2018-05-06 01:01:00	8630330696303481784	1.00000	10.96284	13.79816	12.00016	16.27528	13.52997	68.31695	35.15883	73.85188	22.65153	81.07198
2018-05-06 01:02:00	3590433799317661198	0.00000	13.85711	8.10417	12.63072	11.11256	14.93838	45.53340	71.25011	41.90015	16.94774	6.78096
2018-05-06 01:03:00	8630330696303481883	1.00000	14.03277	17.67782	9.83616	11.57976	8.15471	14.57377	24.25557	19.32562	9.69570	91.94067
2018-05-06 01:04:00	8630330696303481768	0.00000	12.34880	11.88664	8.53550	11.23391	15.80340	82.84230	8.26277	88.68563	12.63283	68.40931
2018-05-06 01:05:00	863033069630348263	0.00000	15.29513	11.43737	10.53925	8.53230	11.60654	78.96465	25.41071	64.68455	80.67485	30.38973
2018-05-06 01:06:00	863033069630348784	1.00000	9.29649	14.32487	9.14500	12.52390	10.16812	29.92573	27.08135	10.55153	1.89003	54.59368
2018-05-06 01:07:00	3590433799317661669	1.00000	13.31101	14.69028	11.92038	17.56818	14.72309	68.42575	63.99853	57.88093	69.54111	95.91086
2018-05-06 01:08:00	3590433799317662436	1.00000	13.40808	14.02895	12.19272	10.58695	8.97983	41.56307	99.00416	88.53580	46.34772	11.89258
2018-05-06 01:09:00	8630330696303482345	1.00000	15.05404	11.61306	8.58323	12.36152	13.14833	35.52008	46.63726	56.08462	42.14858	18.71848
2018-05-06 01:10:00	3590433799317662311	1.00000	14.70088	13.96064	8.34831	12.52254	12.50835	90.46950	51.95974	51.64950	8.94972	13.90403
2018-05-06 01:11:00	359043379931766486	1.00000	16.70755	13.70582	7.99704	11.41293	9.35176	8.23205	67.71531	9.95072	55.50950	39.84178
2018-05-06 01:12:00	863033069630348966	0.00000	14.22236	9.86978	15.18477	12.58000	9.14678	67.96207	20.01441	9.81611	84.14853	28.73354
2018-05-06 01:13:00	359043379931766601	1.00000	13.60041	11.23239	9.40123	13.54519	12.26441	84.37709	26.34599	67.40507	34.53932	46.44098
2018-05-06 01:14:00	8630330696303481529	1.00000	15.10254	16.05302	8.94314	15.53464	16.75397	91.45660	33.17972	29.69265	71.24639	80.07721
2018-05-06 01:15:00	863033069630348495	1.00000	14.76648	14.99790	9.14515	16.47039	12.78799	91.96209	75.97495	72.11265	91.50431	41.73050
2018-05-06 01:16:00	359043379931766320	1.00000	11.78884	13.51913	11.14565	13.97366	14.78741	75.33618	84.08891	15.87507	30.80211	19.66651
2018-05-06 01:17:00	3590433799317661552	0.00000	13.31151	10.91672	18.15797	10.72271	14.11101	22.05768	45.97913	21.38854	91.87305	44.02078
2018-05-06 01:18:00	359043379931766114	1.00000	10.94532	13.73067	11.19880	11.22313	12.77991	26.58112	71.09123	19.66446	97.84960	36.71748
2018-05-06 01:19:00	8630330696303481925	0.00000	12.99637	9.82570	14.41176	10.50013	10.16034	16.31501	6.27515	89.62791	27.59050	11.73711
2018-05-06 01:20:00	3590433799317661859	1.00000	15.78492	14.35822	9.82456	13.09006	13.78555	41.17702	18.15851	66.05050	17.26137	72.11136
2018-05-06 01:21:00	359043379931766288	1.00000	13.02009	17.83913	9.52543	6.41330	8.34880	60.40225	31.03552	54.71842	5.58369	53.08492
2018-05-06 01:22:00	863033069630348099	1.00000	16.22435	15.10402	8.49408	15.03489	12.82655	29.80701	60.73125	57.89753	88.82548	48.66343
2018-05-06 01:23:00	863033069630348651	0.00000	13.91366	11.77287	8.04024	10.48110	15.01637	43.17266	51.43718	23.55521	28.69000	30.98655
2018-05-06 01:24:00	3590433799317662311	1.00000	13.38375	14.95807	10.76602	15.55080	14.86000	88.77812	89.02942	86.12372	92.40094	44.99625
2018-05-06 01:25:00	8630330696303481107	0.00000	13.93060	6.85178	11.01831	8.28628	12.51183	18.71998	74.32220	52.91460	99.42029	35.43249
2018-05-06 01:26:00	863033069630348388	1.00000	12.52454	11.54307	9.82038	11.68456	11.14847	87.04485	90.60771	66.06277	23.40203	81.52288
2018-05-06 01:27:00	3590433799317662444	0.00000	13.83261	9.57998	12.27650	10.54142	7.68703	36.20625	25.34761	29.25684	32.46242	48.21157
2018-05-06 01:28:00	863033069630348917	0.00000	12.89552	8.96553	13.19959	12.75133	6.91887	66.77548	88.60276	84.32449	69.84871	45.26720
2018-05-06 01:29:00	8630330696303481230	1.00000	12.44138	14.28797	8.59687	15.04248	14.05453	41.90062	86.06722	63.99819	86.90198	54.64871
2018-05-06 01:30:00	8630330696303481875	0.00000	14.16279	7.50211	12.54870	11.81324	9.74038	90.72911	6.00929	5.31802	8.14114	56.28121
2018-05-06 01:31:00	863033069630348131	1.00000	11.94551	17.64891	10.20534	14.56616	6.98490	67.12809	45.70910	63.66660	28.70270	20.33491
2018-05-06 01:32:00	3590433799317661651	1.00000	15.32876	13.96772	10.45637	9.50348	10.20506	68.19818	88.72174	77.18238	10.07712	45.14039
2018-05-06 01:33:00	8630330696303481644	1.00000	14.67395	13.71534	8.68873	15.47717	13.55517	16.14149	87.14624	32.50354	50.50332	67.48367
2018-05-06 01:34:00	3590433799317661875	0.00000	14.44260	6.97252	11.33162	9.06154	14.21647	83.47498	41.06690	43.77230	12.50295	30.82588
2018-05-06 01:35:00	359043379931766791	0.00000	10.97273	8.94627	13.65810	10.41532	13.56722	89.87878	30.59913	35.25345	8.18456	57.03597
2018-05-06 01:36:00	8630330696303482063	1.00000	14.15422	15.82182	12.39551	11.61797	11.04252	42.14120	72.27021	16.75874	54.78008	51.70017
2018-05-06 01:37:00	8630330696303481586	1.00000	13.58706	15.43479	11.59723	9.76530	9.21784	55.29717	64.56020	78.88681	2.19761	99.83786
2018-05-06 01:38:00	3590433799317661321	1.00000	11.27269	13.25405	8.29959	7.76708	9.16042	41.98219	58.04612	46.51148	14.69318	74.77698
2018-05-06 01:39:00	359043379931766981	1.00000	13.96574	9.80127	12.20269	14.16527	13.74028	92.38498	71.58139	93.84167	55.88061	54.17940
2018-05-06 01:40:00	3590433799317662428	1.00000	15.51561	18.78875	6.92878	16.14348	12.16027	13.01732	61.48687	12.79221	87.56179	94.93807
2018-05-06 01:41:00	3590433799317661719	1.00000	15.75518	11.62127	11.36846	13.85315	14.03217	60.67883	80.19139	30.29986	38.77537	53.33869
2018-05-06 01:42:00	863033069630348057	0.00000	13.96543	8.23080	10.64564	5.91439	9.21352	9.89492	71.51320	1.95477	65.29501	58.20808
2018-05-06 01:43:00	359043379931766858	0.00000	15.01125	8.60611	9.48880	9.82411	14.97979	80.91864	32.17037	39.77901	92.06500	58.50931
2018-05-06 01:44:00	359043379931766304	1.00000	15.80915	13.04081	13.84302	10.38005	11.64767	41.01171	86.14241	23.41818	50.69709	38.75397
2018-05-06 01:45:00	3590433799317661941	1.00000	13.97787	13.98265	12.74515	13.73989	11.05769	67.58384	95.28615	89.72545	13.04760	86.94547
2018-05-06 01:46:00	863033069630348909	1.00000	14.02963	10.91939	9.68576	8.45393	14.60545	40.52748	47.10812	27.02889	82.03437	22.81139
2018-05-06 01:47:00	863033069630348867	1.00000	17.19832	13.45417	10.69798	11.88171	10.33421	0.01944	6.82580	28.79607	67.84459	2.29582
2018-05-06 01:48:00	3590433799317662139	0.00000	14.36270	13.29331	11.39625	11.51415	14.09514	71.05116	44.42369	51.61388	19.42437	1.84968
2018-05-06 01:49:00	3590433799317662253	1.00000	12.59142	15.99405	11.21390	8.12819	9.12429	43.87300	40.37941	84.71186	19.49704	53.72653
2018-05-06 01:50:00	8630330696303481487	0.00000	15.69755	11.92603	11.62137	10.84993	14.06175	44.33438	2.08722	90.92322	12.19399	33.59732
2018-05-06 01:51:00	8630330696303481065	1.00000	13.46580	16.19713	9.32742	7.26684	9.75368	9.83667	87.27543	36.36347	26.91661	73.61772
2018-05-06 01:52:00	863033069630348073	1.00000	16.05127	11.15588	8.69288	14.54389	13.03592	19.62099	47.50686	37.14342	63.41560	72.16476
2018-05-06 01:53:00	863033069630348909	1.00000	12.08576	16.38732	7.97149	8.61651	8.09195	52.97903	85.27362	77.47115	22.24210	17.31427
2018-05-06 01:54:00	3590433799317661966	0.00000	15.32747	13.85689	9.24041	15.34925	14.75680	3.44570	9.35808	32.83942	33.85925	46.92061
2018-05-06 01:55:00	863033069630348123	1.00000	10.11718	10.68848	15.73910	16.62274	17.01425	9.43881	53.42550	93.17533	59.19893	57.50179
2018-05-06 01:56:00	3590433799317661545	1.00000	16.95237	13.49426	10.50452	9.43963	9.45462	8.88911	54.46046	88.28410	32.83104	36.51470
2018-05-06 01:57:00	863033069630348990	1.00000	10.94970	17.40534	7.59600	11.44255	16.38193	12.92654	65.92542	60.09987	81.43765	77.18384
2018-05-06 01:58:00	8630330696303481800	1.00000	16.67906	15.19997	12.61796	13.86096	10.06966	32.39418	30.38137	74.24375	79.38835	63.12579
2018-05-06 01:59:00	8630330696303481644	1.00000	13.07855	12.97418	11.58454	12.13941	15.45227	66.02440	82.58712	96.80896	35.04597	19.08203
2018-05-06 02:00:00	3590433799317661602	0.00000	16.35012	11.49991	12.14509	12.38384	11.95769	80.04200	13.79407	54.33378	42.53232	26.09124
2018-05-06 02:01:00	3590433799317661487	1.00000	11.53206	14.04327	12.73485	16.37270	13.69558	62.94381	11.77394	64.43286	14.35544	97.01319
2018-05-06 02:02:00	359043379931766775	1.00000	13.91107	15.12031	12.66195	9.84286	9.96780	95.23183	23.72227	27.24253	4.56595	6.94892
2018-05-06 02:03:00	8630330696303481131	1.00000	16.63832	12.76695	8.63925	11.08832	13.08779	24.88397	9.33123	36.99064	13.88189	11.29271
2018-05-06 02:04:00	8630330696303481362	0.00000	14.72377	11.32754	9.32118	14.14736	14.43263	12.45575	6.95494	20.72459	64.26847	43.04109
2018-05-06 02:05:00	863033069630348511	1.00000	14.23891	14.55819	13.74519	8.88250	8.87247	38.25107	97.43646	53.01231	11.99093	15.11051
2018-05-06 02:06:00	863033069630348453	1.00000	14.10663	12.15176	7.34279	11.28970	9.26905	26.37573	37.27022	72.00042	63.76949	12.85231
2018-05-06 02:07:00	863033069630348719	1.00000	15.02182	10.70816	16.02561	10.19472	10.21561	53.80993	97.05827	87.56916	7.95270	77.39040
2018-05-06 02:08:00	863033069630348867	1.00000	18.71769	16.05482	10.01192	10.68985	9.27936	22.93408	61.71231	19.33512	0.11982	5.45876
2018-05-06 02:09:00	3590433799317661537	1.00000	14.87668	17.97818	10.49837	15.82057	12.20163	75.41827	54.36584	2.67621	50.09251	70.78105
2018-05-06 02:10:00	863033069630348446	0.00000	15.59469	11.97080	9.88478	12.03025	15.32524	24.72973	88.05270	3.81118	84.08736	11.70495
2018-05-06 02:11:00	8630330696303481438	0.00000	11.44611	10.61148	11.68939	8.67939	13.20397	1.83885	9.62980	41.23199	85.75367	94.52767
2018-05-06 02:12:00	3590433799317661107	1.00000	13.86085	12.14907	6.95392	12.52546	12.83749	25.37669	63.26002	24.11591	75.43909	39.19374
2018-05-06 02:13:00	359043379931766734	0.00000	16.71815	10.13444	8.60215	9.72366	12.82912	44.40336	24.77900	27.57844	83.81299	5.42645
2018-05-06 02:14:00	863033069630348644	1.00000	14.32834	10.81847	16.73415	11.63685	9.84265	60.69971	44.48918	73.32537	90.23628	62.14144
2018-05-06 02:15:00	3590433799317662428	0.00000	16.96630	14.10538	12.42624	10.95351	13.50102	99.13554	47.08149	73.91080	45.17059	32.97139
2018-05-06 02:16:00	3590433799317661990	0.00000	15.66889	9.45122	12.70466	13.11502	8.44188	63.54614	22.85099	10.37021	20.86275	82.18569
2018-05-06 02:17:00	3590433799317661412	1.00000	14.39531	16.90322	3.61152	15.10024	13.76168	9.89622	68.72680	25.70461	68.67993	22.92888
2018-05-06 02:18:00	863033069630348784	1.00000	16.28379	13.25293	15.44590	14.31912	14.40349	94.93063	52.21214	51.12781	80.32069	23.69180
2018-05-06 02:19:00	3590433799317661420	1.00000	16.59976	10.84684	9.47133	11.10712	12.46965	56.99577	7.43010	20.00962	27.61427	78.51541
2018-05-06 02:20:00	3590433799317662295	0.00000	12.77222	10.86508	15.36974	12.14457	10.76279	41.44849	35.73170	16.00246	93.34271	89.04934
